12,Bielsk Podlaski
83,Brzesko
10,Bydgoszcz
84,Czestochowa
6,Dabica
63,Elblag
60,Gorzow Wielkopolski
88,Inowroclaw
17,Katowice
85,Klobuck
43,Konin
71,Kostrzyn nad Odra
3,Krakow
4,Lodz
89,Lomza
49,Lublin
87,Lubliniec
80,Mielec
99,Nowa Sol
20,Olsztyn
21,Opole
8,Poznan
74,Rzeszow
24,Szczecin
73,Torun
45,Trojmiasto
25,Tychy
81,Walbrzych
1,Warszawa
76,Wolomin
5,Wroclaw
